abstract_sku,store_name
001,DE
002,DE
003,DE
004,DE
005,DE
006,DE
007,DE
008,DE
009,DE
010,DE
011,DE
012,DE
013,DE
014,DE
015,DE
016,DE
017,DE
018,DE
019,DE
020,DE
021,DE
022,DE
023,DE
024,DE
025,DE
026,DE
027,DE
028,DE
029,DE
030,DE
031,DE
032,DE
033,DE
034,DE
035,DE
036,DE
037,DE
038,DE
039,DE
040,DE
041,DE
042,DE
043,DE
044,DE
045,DE
046,DE
047,DE
048,DE
049,DE
050,DE
051,DE
052,DE
053,DE
054,DE
055,DE
056,DE
057,DE
058,DE
059,DE
060,DE
061,DE
062,DE
063,DE
064,DE
065,DE
066,DE
067,DE
068,DE
069,DE
070,DE
071,DE
072,DE
073,DE
074,DE
075,DE
076,DE
077,DE
078,DE
079,DE
080,DE
081,DE
082,DE
083,DE
084,DE
085,DE
086,DE
087,DE
088,DE
089,DE
090,DE
091,DE
092,DE
093,DE
094,DE
095,DE
096,DE
097,DE
098,DE
099,DE
100,DE
101,DE
102,DE
103,DE
104,DE
105,DE
106,DE
107,DE
108,DE
109,DE
110,DE
111,DE
112,DE
113,DE
114,DE
115,DE
116,DE
117,DE
118,DE
119,DE
120,DE
121,DE
122,DE
123,DE
124,DE
125,DE
126,DE
127,DE
128,DE
129,DE
130,DE
131,DE
132,DE
133,DE
134,DE
135,DE
136,DE
137,DE
138,DE
139,DE
140,DE
141,DE
142,DE
143,DE
144,DE
145,DE
146,DE
147,DE
148,DE
149,DE
150,DE
151,DE
152,DE
153,DE
154,DE
155,DE
156,DE
157,DE
158,DE
159,DE
160,DE
161,DE
162,DE
163,DE
164,DE
165,DE
166,DE
167,DE
168,DE
169,DE
170,DE
171,DE
172,DE
173,DE
174,DE
175,DE
176,DE
177,DE
178,DE
179,DE
180,DE
181,DE
182,DE
183,DE
184,DE
185,DE
186,DE
187,DE
188,DE
189,DE
190,DE
191,DE
192,DE
193,DE
194,DE
195,DE
196,DE
197,DE
198,DE
199,DE
200,DE
201,DE
202,DE
203,DE
204,DE
205,DE
206,DE
207,DE
208,DE
209,DE
210,DE
211,DE
212,DE
213,DE
214,DE
666,DE
