product_relation_key,store_name
pr-1,DE
pr-10,DE
pr-100,DE
pr-101,DE
pr-102,DE
pr-103,DE
pr-104,DE
pr-105,DE
pr-106,DE
pr-107,DE
pr-108,DE
pr-109,DE
pr-11,DE
pr-110,DE
pr-111,DE
pr-112,DE
pr-113,DE
pr-114,DE
pr-115,DE
pr-116,DE
pr-117,DE
pr-118,DE
pr-119,DE
pr-12,DE
pr-120,DE
pr-121,DE
pr-122,DE
pr-123,DE
pr-124,DE
pr-125,DE
pr-126,DE
pr-127,DE
pr-128,DE
pr-129,DE
pr-13,DE
pr-130,DE
pr-131,DE
pr-132,DE
pr-133,DE
pr-134,DE
pr-135,DE
pr-136,DE
pr-137,DE
pr-138,DE
pr-139,DE
pr-14,DE
pr-140,DE
pr-141,DE
pr-142,DE
pr-143,DE
pr-15,DE
pr-16,DE
pr-17,DE
pr-18,DE
pr-19,DE
pr-2,DE
pr-20,DE
pr-21,DE
pr-22,DE
pr-23,DE
pr-24,DE
pr-25,DE
pr-26,DE
pr-27,DE
pr-28,DE
pr-29,DE
pr-3,DE
pr-30,DE
pr-31,DE
pr-32,DE
pr-33,DE
pr-34,DE
pr-35,DE
pr-36,DE
pr-37,DE
pr-38,DE
pr-39,DE
pr-4,DE
pr-40,DE
pr-41,DE
pr-42,DE
pr-43,DE
pr-44,DE
pr-45,DE
pr-46,DE
pr-47,DE
pr-48,DE
pr-49,DE
pr-5,DE
pr-50,DE
pr-51,DE
pr-52,DE
pr-53,DE
pr-54,DE
pr-55,DE
pr-56,DE
pr-57,DE
pr-58,DE
pr-59,DE
pr-6,DE
pr-60,DE
pr-61,DE
pr-62,DE
pr-63,DE
pr-64,DE
pr-65,DE
pr-66,DE
pr-67,DE
pr-68,DE
pr-69,DE
pr-7,DE
pr-70,DE
pr-71,DE
pr-72,DE
pr-73,DE
pr-74,DE
pr-75,DE
pr-76,DE
pr-77,DE
pr-78,DE
pr-79,DE
pr-8,DE
pr-80,DE
pr-81,DE
pr-82,DE
pr-83,DE
pr-84,DE
pr-85,DE
pr-86,DE
pr-87,DE
pr-88,DE
pr-89,DE
pr-9,DE
pr-90,DE
pr-91,DE
pr-92,DE
pr-93,DE
pr-94,DE
pr-95,DE
pr-96,DE
pr-97,DE
pr-98,DE
pr-99,DE
